Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
JC216998,04/08/2019 08:40:00 PM,069XX N CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2411,50,08B,1156435,1945770,2019,42.006978362,-87.699796289,"(42.006978362, -87.699796289)"
JC216804,04/08/2019 06:35:00 PM,017XX N NASHVILLE AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,false,false,2513,29,20,1132147,1910836,2019,41.911574252,-87.789972279,"(41.911574252, -87.789972279)"
JC216888,04/08/2019 06:36:00 PM,024XX W 36TH ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,SIDEWALK,false,false,0911,12,17,1160523,1880732,2019,41.828425402,-87.686560433,"(41.828425402, -87.686560433)"
JC217077,04/07/2019 03:00:00 PM,056XX N WINTHROP AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2022,48,08A,1167850,1937606,2019,41.984336711,-87.658035574,"(41.984336711, -87.658035574)"
JC217061,04/08/2019 09:54:00 PM,008XX W 79TH ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,0621,17,24,1172220,1852475,2019,41.750635411,-87.644475889,"(41.750635411, -87.644475889)"
JC217048,04/08/2019 09:39:00 PM,111XX S LANGLEY AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,0531,9,26,1182902,1831328,2019,41.692364149,-87.605987023,"(41.692364149, -87.605987023)"
JC217062,04/08/2019 01:00:00 PM,014XX W 69TH ST,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0725,17,06,1167725,1858985,2019,41.7685973,-87.660761186,"(41.7685973, -87.660761186)"
JC216916,04/06/2019 01:00:00 PM,122XX S SANGAMON ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0524,34,05,1172210,1823657,2019,41.671554763,-87.645356282,"(41.671554763, -87.645356282)"
JC217023,04/08/2019 09:15:00 PM,010XX W DIVERSEY PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1933,44,07,1168718,1918763,2019,41.932612025,-87.655391476,"(41.932612025, -87.655391476)"
JC217046,04/08/2019 10:10:00 PM,069XX S HARPER AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,APARTMENT,false,false,0332,5,15,1187588,1859105,2019,41.768477297,-87.587950375,"(41.768477297, -87.587950375)"
JC217069,04/08/2019 09:55:00 PM,059XX W SUPERIOR ST,0460,BATTERY,SIMPLE,APARTMENT,false,true,1511,29,08B,1136565,1904393,2019,41.893815912,-87.773896016,"(41.893815912, -87.773896016)"
JC217065,04/07/2019 01:30:00 PM,009XX N WELLS ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1832,2,06,1174545,1906918,2019,41.899980394,-87.634332851,"(41.899980394, -87.634332851)"
JC217081,04/08/2019 09:00:00 PM,002XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0111,42,06,1177257,1901899,2019,41.886146944,-87.624524028,"(41.886146944, -87.624524028)"
JC216990,04/08/2019 08:55:00 PM,076XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0835,18,08B,1161038,1853878,2019,41.75472382,-87.685413467,"(41.75472382, -87.685413467)"
JC217074,04/08/2019 10:34:00 PM,046XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1722,45,06,1144295,1926174,2019,41.953443342,-87.744957048,"(41.953443342, -87.744957048)"
JC217008,04/08/2019 08:18:00 PM,081XX S EVANS AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,true,false,0631,8,18,1182643,1851155,2019,41.746777845,-87.606322266,"(41.746777845, -87.606322266)"
JC216994,04/08/2019 08:02:00 PM,027XX W AUGUSTA BLVD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,1211,26,15,1158040,1906539,2019,41.899293407,-87.694966342,"(41.899293407, -87.694966342)"
JC217034,04/08/2019 09:30:00 PM,078XX S COLES AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,0421,7,26,1197409,1853825,2019,41.753749428,-87.552128115,"(41.753749428, -87.552128115)"
JC217104,04/08/2019 10:51:00 PM,119XX S PERRY AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,false,false,0522,9,15,1177729,1825774,2019,41.67724145,-87.625093247,"(41.67724145, -87.625093247)"
JC217083,04/08/2019 10:28:00 PM,028XX E 84TH ST,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),STREET,true,false,0423,10,18,1196733,1849827,2019,41.742795433,-87.554737938,"(41.742795433, -87.554737938)"
JC217078,04/08/2019 10:28:00 PM,030XX W BERTEAU AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1724,33,03,1155205,1927757,2019,41.957574655,-87.704807998,"(41.957574655, -87.704807998)"
JC216958,04/08/2019 07:18:00 PM,084XX S ESCANABA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0423,10,18,1196956,1849336,2019,41.741442551,-87.553937172,"(41.741442551, -87.553937172)"
JC216995,04/08/2019 07:00:00 PM,014XX S CANAL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0124,11,11,1173362,1893147,2019,41.862218265,-87.639087164,"(41.862218265, -87.639087164)"
JC216981,04/08/2019 08:25:00 PM,025XX W CHICAGO AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,1221,26,15,1159506,1905245,2019,41.895712503,-87.689617405,"(41.895712503, -87.689617405)"
JC217114,04/08/2019 11:10:00 PM,041XX W ADAMS ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ABANDONED BUILDING,true,false,1115,28,18,1148791,1898688,2019,41.877933236,-87.729141019,"(41.877933236, -87.729141019)"
JC216983,04/08/2019 09:04:00 PM,026XX N MERRIMAC AVE,0650,BURGLARY,HOME INVASION,RESIDENCE,false,false,2512,30,05,1134292,1916917,2019,41.928223683,-87.781948443,"(41.928223683, -87.781948443)"
JC216912,04/08/2019 07:38:00 PM,001XX S STATE ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESTAURANT,true,false,0112,42,04A,1176402,1899745,2019,41.880255584,-87.627728782,"(41.880255584, -87.627728782)"
JC217070,04/06/2019 04:00:00 AM,009XX N MENARD AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,false,true,1511,29,17,1137516,1905878,2019,41.89787387,-87.770367466,"(41.89787387, -87.770367466)"
JC217085,04/08/2019 10:38:00 PM,045XX S EVANS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0221,4,08B,1181911,1875109,2019,41.812526814,-87.608264377,"(41.812526814, -87.608264377)"
JC217041,04/08/2019 08:15:00 PM,087XX S VINCENNES AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2222,21,03,1172035,1847022,2019,41.735675715,-87.645313581,"(41.735675715, -87.645313581)"
JC217057,04/08/2019 10:05:00 PM,007XX N CHRISTIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1121,27,08B,1153912,1904660,2019,41.894220539,-87.7101786,"(41.894220539, -87.7101786)"
JC217029,04/08/2019 08:15:00 PM,071XX S INDIANA AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK,false,false,0323,6,10,1178836,1857807,2019,41.7651191,-87.620069881,"(41.7651191, -87.620069881)"
JC217044,04/08/2019 09:35:00 PM,078XX S DR MARTIN LUTHER KING JR DR,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,0623,6,26,1180269,1852882,2019,41.75157164,-87.614968292,"(41.75157164, -87.614968292)"
JC217115,04/08/2019 10:59:00 PM,066XX S HARTWELL AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0322,20,18,1178418,1860862,2019,41.773511848,-87.621509291,"(41.773511848, -87.621509291)"
JC217084,04/08/2019 10:50:00 PM,032XX S KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1031,22,08B,1148901,1882721,2019,41.834115676,-87.729149656,"(41.834115676, -87.729149656)"
JC215510,04/07/2019 06:40:00 PM,055XX W CHICAGO AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SMALL RETAIL STORE,false,false,1524,37,04A,1139204,1904791,2019,41.894860447,-87.764194002,"(41.894860447, -87.764194002)"
JC216891,04/08/2019 07:10:00 PM,038XX S DR MARTIN LUTHER KING JR DR,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,GROCERY FOOD STORE,false,false,0212,4,08A,1179489,1879516,2019,41.824675709,-87.617013434,"(41.824675709, -87.617013434)"
JC217072,04/08/2019 07:00:00 PM,042XX W 31ST ST,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,1031,22,08B,1148421,1883699,2019,41.836808691,-87.730885744,"(41.836808691, -87.730885744)"
JC217038,04/08/2019 10:05:00 AM,014XX S ST LOUIS AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,false,1021,24,04A,1153270,1892852,2019,41.861830912,-87.712850003,"(41.861830912, -87.712850003)"
JC217000,04/07/2019 10:30:00 PM,022XX S PULASKI RD,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1013,22,03,1150064,1888678,2019,41.850439926,-87.724727393,"(41.850439926, -87.724727393)"
JC217024,04/08/2019 08:20:00 PM,019XX S DRAKE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1024,24,14,1153060,1890103,2019,41.854291501,-87.713693709,"(41.854291501, -87.713693709)"
JC216968,04/08/2019 11:30:00 AM,008XX N CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1211,26,08B,1159585,1905470,2019,41.896328295,-87.689321052,"(41.896328295, -87.689321052)"
JC217123,04/08/2019 11:35:00 PM,115XX S WALLACE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,true,0524,34,14,1174371,1828523,2019,41.684860228,-87.637303214,"(41.684860228, -87.637303214)"
JC217110,04/08/2019 08:30:00 PM,018XX N ST LOUIS AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1422,1,05,1152965,1912166,2019,41.914836524,-87.713457452,"(41.914836524, -87.713457452)"
JC217111,04/08/2019 11:30:00 PM,061XX S MAPLEWOOD AVE,0560,ASSAULT,SIMPLE,STREET,true,false,0825,16,08A,1160424,1863897,2019,41.782230072,-87.687387863,"(41.782230072, -87.687387863)"
JC216826,04/08/2019 05:21:00 PM,002XX S LA SALLE ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0122,42,04B,1175165,1899313,2019,41.879097968,-87.632283818,"(41.879097968, -87.632283818)"
JC217093,04/08/2019 11:10:00 PM,063XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,0825,16,08B,1160794,1862530,2019,41.7784712,-87.686069059,"(41.7784712, -87.686069059)"
JC217086,04/08/2019 10:30:00 PM,017XX S STATE ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SIDEWALK,false,false,0131,3,26,1176607,1891853,2019,41.858594819,-87.627214427,"(41.858594819, -87.627214427)"
JC217091,04/08/2019 10:30:00 PM,058XX W NORTH AVE,0460,BATTERY,SIMPLE,RESIDENCE,true,false,2531,29,08B,1137134,1910041,2019,41.909304522,-87.771670424,"(41.909304522, -87.771670424)"
JC217118,04/08/2019 11:30:00 PM,030XX N LINDER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2514,31,14,1139171,1919733,2019,41.935863587,-87.763950872,"(41.935863587, -87.763950872)"
JC217031,04/08/2019 09:47:00 PM,009XX S WESTERN AVE,0482,BATTERY,AGG PRO.EMP:KNIFE/CUTTING INST,SIDEWALK,false,false,1135,28,04B,1160525,1895890,2019,41.87002051,-87.68613396,"(41.87002051, -87.68613396)"
JC217117,04/08/2019 11:05:00 PM,024XX W IOWA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,1212,26,15,1159974,1905918,2019,41.897549623,-87.687879948,"(41.897549623, -87.687879948)"
JC217096,04/08/2019 10:30:00 PM,070XX S SOUTH SHORE DR,0560,ASSAULT,SIMPLE,LAKEFRONT/WATERFRONT/RIVERBANK,false,true,0334,5,08A,1193451,1858536,2019,41.76677448,-87.566478603,"(41.76677448, -87.566478603)"
JC217164,04/09/2019 12:40:00 AM,008XX W VAN BUREN ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1232,2,06,1170741,1898386,2019,41.876652229,-87.648554994,"(41.876652229, -87.648554994)"
JC217147,04/08/2019 11:15:00 PM,070XX S ROCKWELL ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0832,17,07,1160255,1857975,2019,41.765982744,-87.688170345,"(41.765982744, -87.688170345)"
JC217037,04/08/2019 06:50:00 PM,024XX N SURREY CT,0810,THEFT,OVER $500,STREET,false,false,1932,43,06,1167338,1916302,2019,41.925888743,-87.660533767,"(41.925888743, -87.660533767)"
JC217145,04/09/2019 12:05:00 AM,034XX S CALIFORNIA AVE,0560,ASSAULT,SIMPLE,GAS STATION,false,true,0911,12,08A,1158263,1881585,2019,41.830812527,-87.694828962,"(41.830812527, -87.694828962)"
JC217149,04/08/2019 11:30:00 PM,038XX W FERDINAND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1122,37,08B,1150489,1903059,2019,41.889894761,-87.722792144,"(41.889894761, -87.722792144)"
JC217174,04/09/2019 01:03:00 AM,053XX S DREXEL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,0233,5,14,1183148,1869858,2019,41.798088927,-87.603890577,"(41.798088927, -87.603890577)"
JC217109,04/08/2019 11:08:00 PM,047XX N BROADWAY,0810,THEFT,OVER $500,RESTAURANT,false,false,1913,46,06,1167680,1931481,2019,41.967533208,-87.65883818,"(41.967533208, -87.65883818)"
JC217132,04/08/2019 11:40:00 PM,014XX S MICHIGAN AVE,0650,BURGLARY,HOME INVASION,RESIDENCE,false,true,0131,3,05,1177452,1893551,2019,41.863235129,-87.624061274,"(41.863235129, -87.624061274)"
JC217112,04/08/2019 11:31:00 PM,048XX S LAPORTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,0814,22,08B,1144173,1872185,2019,41.80529325,-87.746761984,"(41.80529325, -87.746761984)"
JC217154,04/09/2019 12:15:00 AM,031XX W IRVING PARK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1724,33,08B,1154834,1926427,2019,41.953932507,-87.706207702,"(41.953932507, -87.706207702)"
JC217146,04/08/2019 11:30:00 PM,009XX W ADDISON ST,0460,BATTERY,SIMPLE,CTA PLATFORM,false,false,1923,44,08B,1169188,1924102,2019,41.947252263,-87.65350869,"(41.947252263, -87.65350869)"
JC217187,04/09/2019 01:20:00 AM,020XX N KEDZIE AVE,0460,BATTERY,SIMPLE,STREET,false,false,1414,32,08B,1154718,1913315,2019,41.917954529,-87.706986294,"(41.917954529, -87.706986294)"
JC217130,04/08/2019 10:45:00 PM,027XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,1423,26,08B,1158005,1907868,2019,41.902941011,-87.695058578,"(41.902941011, -87.695058578)"
JC217139,04/08/2019 11:00:00 PM,013XX N HUDSON AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,false,false,1821,27,15,1173073,1909336,2019,41.906648299,-87.639667671,"(41.906648299, -87.639667671)"
JC217087,04/08/2019 07:00:00 PM,014XX S CANAL ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0124,11,08B,1173362,1893147,2019,41.862218265,-87.639087164,"(41.862218265, -87.639087164)"
JC215884,04/08/2019 05:00:00 AM,008XX N ORLEANS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1823,27,14,1173776,1905862,2019,41.897099832,-87.637188849,"(41.897099832, -87.637188849)"
JC217135,04/08/2019 11:57:00 PM,013XX N MAYFIELD AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,2531,29,08B,1136779,1908296,2019,41.904522401,-87.773016431,"(41.904522401, -87.773016431)"
JC217137,04/08/2019 10:00:00 PM,022XX W DIVISION ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,HOSPITAL BUILDING/GROUNDS,false,false,1212,2,04B,1161104,1907941,2019,41.903077492,-87.683673325,"(41.903077492, -87.683673325)"
JC217027,04/08/2019 09:00:00 PM,081XX S BENNETT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0414,8,06,1190280,1851380,2019,41.747214793,-87.578331547,"(41.747214793, -87.578331547)"
JC217168,04/09/2019 12:45:00 AM,098XX S AVENUE H,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,false,0432,10,04A,1202789,1840429,2019,41.716854165,-87.532869394,"(41.716854165, -87.532869394)"
JC217156,04/08/2019 11:58:00 PM,016XX W 77TH ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,true,false,0611,17,18,1166834,1853653,2019,41.753984644,-87.664179181,"(41.753984644, -87.664179181)"
JC217113,04/08/2019 10:37:00 PM,073XX S MAY ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,0733,17,15,1169922,1856166,2019,41.760814179,-87.652789847,"(41.760814179, -87.652789847)"
JC213467,04/05/2019 11:50:00 PM,041XX W ADAMS ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1115,28,03,1148852,1898690,2019,41.877937546,-87.728916988,"(41.877937546, -87.728916988)"
JC217188,04/09/2019 01:10:00 AM,040XX W ADAMS ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE PORCH/HALLWAY,false,false,1115,28,05,1149574,1898707,2019,41.877970212,-87.726265516,"(41.877970212, -87.726265516)"
JC217102,04/08/2019 10:44:00 PM,016XX E 71ST ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,0324,7,04B,1188572,1858209,2019,41.765995139,-87.584372188,"(41.765995139, -87.584372188)"
JC217158,04/09/2019 12:15:00 AM,041XX N SHERIDAN RD,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,true,false,1915,46,26,1168851,1927924,2019,41.957747305,-87.65463615,"(41.957747305, -87.65463615)"
JC217183,04/09/2019 01:07:00 AM,092XX S STONY ISLAND AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,0413,8,26,1188402,1844127,2019,41.727356848,-87.58544391,"(41.727356848, -87.58544391)"
JC217178,04/09/2019 01:03:00 AM,002XX S CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1124,27,14,1157759,1898793,2019,41.878043406,-87.696209697,"(41.878043406, -87.696209697)"
JC217142,04/08/2019 11:46:00 PM,056XX S BISHOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0713,16,14,1167629,1867279,2019,41.791359128,-87.660875329,"(41.791359128, -87.660875329)"
JC217162,04/08/2019 05:00:00 PM,024XX E 74TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0334,7,14,1194097,1856026,2019,41.759871025,-87.564193071,"(41.759871025, -87.564193071)"
JC217179,04/09/2019 12:28:00 AM,027XX S INDIANA AVE,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,APARTMENT,false,false,0133,4,15,1178045,1886507,2019,41.843892459,-87.622098627,"(41.843892459, -87.622098627)"
JC217047,04/08/2019 09:45:00 PM,027XX S INDIANA AVE,041A,BATTERY,AGGRAVATED: HANDGUN,APARTMENT,false,false,0133,4,04B,1178045,1886507,2019,41.843892459,-87.622098627,"(41.843892459, -87.622098627)"
JC217182,04/09/2019 01:00:00 AM,041XX W ADAMS ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),false,false,1115,28,04B,1148798,1898689,2019,41.877935845,-87.729115291,"(41.877935845, -87.729115291)"
JC217036,04/08/2019 09:50:00 PM,096XX S CRANDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0431,7,08B,1193496,1841520,2019,41.720080027,-87.566869192,"(41.720080027, -87.566869192)"
JC217124,04/08/2019 10:41:00 PM,008XX N CICERO AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,false,false,1111,37,03,1144207,1904963,2019,41.895239896,-87.745814792,"(41.895239896, -87.745814792)"
JC217161,04/09/2019 12:43:00 AM,001XX N LECLAIRE AVE,0810,THEFT,OVER $500,STREET,false,false,1532,28,06,1142370,1900144,2019,41.8820503,-87.752681482,"(41.8820503, -87.752681482)"
JC217181,04/08/2019 11:50:00 PM,032XX N MARMORA AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,1633,30,26,1136471,1921212,2019,41.9399709,-87.773838269,"(41.9399709, -87.773838269)"
JC217205,04/09/2019 03:00:00 AM,063XX S SPAULDING AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0823,23,06,1155480,1862575,2019,41.778702795,-87.705549458,"(41.778702795, -87.705549458)"
JC217201,04/09/2019 02:12:00 AM,036XX W 15TH ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,true,1011,24,04A,1152486,1892469,2019,41.860795429,-87.715738069,"(41.860795429, -87.715738069)"
JC217194,04/09/2019 01:50:00 AM,035XX W WALNUT ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,1123,28,24,1152726,1901468,2019,41.885484924,-87.714618966,"(41.885484924, -87.714618966)"
JC217195,04/09/2019 01:00:00 AM,083XX S ABERDEEN ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0613,21,26,1170437,1849529,2019,41.742590177,-87.651095231,"(41.742590177, -87.651095231)"
JC217097,04/08/2019 04:00:00 PM,018XX S CALUMET AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0132,3,07,1178756,1891402,2019,41.857308478,-87.619340066,"(41.857308478, -87.619340066)"
JC217170,04/09/2019 01:03:00 AM,014XX W 81ST ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,true,0612,21,06,1168323,1851039,2019,41.746779559,-87.658797592,"(41.746779559, -87.658797592)"
JC217200,04/09/2019 01:06:00 AM,043XX N CENTRAL AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1624,38,06,1138223,1928483,2019,41.959891679,-87.767222504,"(41.959891679, -87.767222504)"
JC217098,04/08/2019 11:10:00 PM,076XX S STEWART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0621,17,08B,1174949,1854311,2019,41.755613227,-87.634420924,"(41.755613227, -87.634420924)"
JC217138,04/08/2019 11:55:00 PM,079XX S YALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0623,17,14,1175995,1852294,2019,41.750054955,-87.63064798,"(41.750054955, -87.63064798)"
JC217202,04/09/2019 02:00:00 AM,059XX S SANGAMON ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,0712,16,26,1170992,1865399,2019,41.786127349,-87.64859882,"(41.786127349, -87.64859882)"
JC217019,04/02/2019 12:50:00 PM,085XX S LOOMIS BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,false,false,0614,21,08A,1168484,1848210,2019,41.73901292,-87.658288965,"(41.73901292, -87.658288965)"
JC217204,04/09/2019 02:50:00 AM,016XX N LUNA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2532,37,08B,1139152,1910423,2019,41.910316274,-87.764247767,"(41.910316274, -87.764247767)"
JC217217,04/09/2019 03:40:00 AM,017XX W 94TH ST,1360,CRIMINAL TRESPASS,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,2221,19,26,1166608,1842365,2019,41.723013536,-87.665328488,"(41.723013536, -87.665328488)"
JC217089,04/08/2019 09:16:00 PM,048XX W VAN BUREN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,1533,24,15,1144099,1897572,2019,41.87496014,-87.746397116,"(41.87496014, -87.746397116)"
JC217079,04/08/2019 10:34:00 PM,016XX E 68TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,false,false,0332,5,04A,1188584,1860222,2019,41.771518694,-87.584263945,"(41.771518694, -87.584263945)"
JC217033,04/08/2019 09:45:00 PM,011XX N MONITOR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1511,29,08B,1137147,1907077,2019,41.901170711,-87.771693958,"(41.901170711, -87.771693958)"
JC217064,04/08/2019 09:00:00 PM,074XX N PAULINA ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENTIAL YARD (FRONT/BACK),false,true,2422,49,02,1163825,1949371,2019,42.016706296,-87.67250498,"(42.016706296, -87.67250498)"
JC217193,04/09/2019 01:00:00 AM,064XX S DR MARTIN LUTHER KING JR DR,0488,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDGUN,APARTMENT,false,true,0312,20,04B,1180027,1862432,2019,41.777783389,-87.615563072,"(41.777783389, -87.615563072)"
JC217157,04/08/2019 11:51:00 PM,063XX S CALUMET AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0312,20,15,1179555,1862646,2019,41.778381424,-87.617286886,"(41.778381424, -87.617286886)"
JC216999,04/08/2019 02:00:00 PM,028XX W ADAMS ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1124,27,11,1157460,1898897,2019,41.878334878,-87.697304728,"(41.878334878, -87.697304728)"
JC217211,04/09/2019 02:45:00 AM,034XX W AINSLIE ST,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,1712,33,03,1152368,1932339,2019,41.970204588,-87.715116252,"(41.970204588, -87.715116252)"
